Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga (Rp)
53,Nusa Tenggara Timur,Telur Ayam Ras,2024,Desember,
61,Kalimantan Barat,Telur Ayam Ras,2024,Desember,"Rp27,200"
62,Kalimantan Tengah,Telur Ayam Ras,2024,Desember,
63,Kalimantan Selatan,Telur Ayam Ras,2024,Desember,"Rp26,574"
71,Sulawesi Utara,Telur Ayam Ras,2024,Desember,"Rp29,604"
72,Sulawesi Tengah,Telur Ayam Ras,2024,Desember,
73,Sulawesi Selatan,Telur Ayam Ras,2024,Desember,"Rp24,229"
74,Sulawesi Tenggara,Telur Ayam Ras,2024,Desember,
75,Gorontalo,Telur Ayam Ras,2024,Desember,
76,Sulawesi Barat,Telur Ayam Ras,2024,Desember,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Januari,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp42,500"
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp90,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Januari,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp50,000"
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Januari,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Januari,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp58,406"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp59,312"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp62,110"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp64,340"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp56,697"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp67,083"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp66,752"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp56,469"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp48,667"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp57,532"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Januari,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp48,107"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp46,906"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp35,908"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp31,423"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Januari,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp42,625"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Januari,"Rp33,120"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp51,574"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp55,383"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp58,186"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp75,000"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp57,630"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp51,192"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp49,001"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp53,144"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp48,120"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp46,053"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp49,412"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp52,270"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp47,521"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp50,475"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp44,465"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp63,216"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp56,989"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,"Rp65,509"
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Januari,
11,Aceh,Ayam Ras Pedaging,2025,Januari,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Januari,"Rp24,202"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Januari,"Rp24,711"
14,Riau,Ayam Ras Pedaging,2025,Januari,"Rp23,958"
15,Jambi,Ayam Ras Pedaging,2025,Januari,"Rp30,000"
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Januari,"Rp20,279"
17,Bengkulu,Ayam Ras Pedaging,2025,Januari,
18,Lampung,Ayam Ras Pedaging,2025,Januari,"Rp23,116"
32,Jawa Barat,Ayam Ras Pedaging,2025,Januari,"Rp22,483"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Januari,"Rp20,069"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Januari,
35,Jawa Timur,Ayam Ras Pedaging,2025,Januari,"Rp22,495"
36,Banten,Ayam Ras Pedaging,2025,Januari,"Rp21,077"
51,Bali,Ayam Ras Pedaging,2025,Januari,"Rp23,614"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Januari,"Rp24,429"
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Januari,"Rp45,200"
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Januari,"Rp26,795"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Januari,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Januari,"Rp25,789"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Januari,"Rp32,000"
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Januari,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Januari,"Rp25,569"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Januari,
75,Gorontalo,Ayam Ras Pedaging,2025,Januari,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Januari,
11,Aceh,Telur Ayam Ras,2025,Januari,
12,Sumatera Utara,Telur Ayam Ras,2025,Januari,"Rp25,099"
13,Sumatera Barat,Telur Ayam Ras,2025,Januari,"Rp25,513"
14,Riau,Telur Ayam Ras,2025,Januari,"Rp23,420"
15,Jambi,Telur Ayam Ras,2025,Januari,"Rp22,346"
16,Sumatera Selatan,Telur Ayam Ras,2025,Januari,"Rp22,949"
17,Bengkulu,Telur Ayam Ras,2025,Januari,
18,Lampung,Telur Ayam Ras,2025,Januari,"Rp25,733"
32,Jawa Barat,Telur Ayam Ras,2025,Januari,"Rp25,120"
33,Jawa Tengah,Telur Ayam Ras,2025,Januari,"Rp24,218"
34,D.I Yogyakarta,Telur Ayam Ras,2025,Januari,"Rp24,001"
35,Jawa Timur,Telur Ayam Ras,2025,Januari,"Rp23,936"
36,Banten,Telur Ayam Ras,2025,Januari,"Rp23,476"
51,Bali,Telur Ayam Ras,2025,Januari,"Rp23,884"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,Januari,"Rp19,200"
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,Januari,"Rp27,000"
61,Kalimantan Barat,Telur Ayam Ras,2025,Januari,"Rp27,206"
62,Kalimantan Tengah,Telur Ayam Ras,2025,Januari,
63,Kalimantan Selatan,Telur Ayam Ras,2025,Januari,"Rp27,585"
71,Sulawesi Utara,Telur Ayam Ras,2025,Januari,"Rp29,454"
72,Sulawesi Tengah,Telur Ayam Ras,2025,Januari,
73,Sulawesi Selatan,Telur Ayam Ras,2025,Januari,"Rp24,146"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,Januari,
75,Gorontalo,Telur Ayam Ras,2025,Januari,
76,Sulawesi Barat,Telur Ayam Ras,2025,Januari,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Februari,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Februari,
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Februari,
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Februari,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Februari,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Februari,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Februari,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp57,922"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp48,515"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp52,583"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp56,494"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp47,781"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp57,733"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp51,619"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp50,863"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp40,882"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp67,679"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Februari,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp54,342"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp44,033"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp35,229"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp33,868"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Februari,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp43,036"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Februari,"Rp29,308"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp52,025"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp57,749"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp58,445"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp75,000"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp55,571"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp51,044"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp48,725"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp52,544"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp48,163"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp47,694"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp49,056"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp51,223"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp42,438"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp50,518"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp47,091"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp63,615"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,"Rp57,093"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Februari,
11,Aceh,Ayam Ras Pedaging,2025,Februari,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Februari,"Rp23,264"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Februari,"Rp24,177"
14,Riau,Ayam Ras Pedaging,2025,Februari,"Rp21,118"
15,Jambi,Ayam Ras Pedaging,2025,Februari,
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Februari,"Rp19,055"
17,Bengkulu,Ayam Ras Pedaging,2025,Februari,
18,Lampung,Ayam Ras Pedaging,2025,Februari,"Rp22,142"
32,Jawa Barat,Ayam Ras Pedaging,2025,Februari,"Rp22,271"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Februari,"Rp19,679"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Februari,
35,Jawa Timur,Ayam Ras Pedaging,2025,Februari,"Rp21,933"
36,Banten,Ayam Ras Pedaging,2025,Februari,"Rp20,598"
51,Bali,Ayam Ras Pedaging,2025,Februari,"Rp24,169"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Februari,
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Februari,"Rp50,000"
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Februari,"Rp23,104"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Februari,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Februari,"Rp25,160"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Februari,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Februari,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Februari,"Rp22,772"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Februari,
75,Gorontalo,Ayam Ras Pedaging,2025,Februari,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Februari,
11,Aceh,Telur Ayam Ras,2025,Februari,
12,Sumatera Utara,Telur Ayam Ras,2025,Februari,"Rp24,265"
13,Sumatera Barat,Telur Ayam Ras,2025,Februari,"Rp25,043"
14,Riau,Telur Ayam Ras,2025,Februari,
15,Jambi,Telur Ayam Ras,2025,Februari,"Rp23,321"
16,Sumatera Selatan,Telur Ayam Ras,2025,Februari,"Rp24,019"
17,Bengkulu,Telur Ayam Ras,2025,Februari,
18,Lampung,Telur Ayam Ras,2025,Februari,"Rp25,944"
32,Jawa Barat,Telur Ayam Ras,2025,Februari,"Rp25,069"
33,Jawa Tengah,Telur Ayam Ras,2025,Februari,"Rp25,430"
34,D.I Yogyakarta,Telur Ayam Ras,2025,Februari,"Rp24,999"
35,Jawa Timur,Telur Ayam Ras,2025,Februari,"Rp24,239"
36,Banten,Telur Ayam Ras,2025,Februari,"Rp24,486"
51,Bali,Telur Ayam Ras,2025,Februari,"Rp23,860"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,Februari,
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,Februari,
61,Kalimantan Barat,Telur Ayam Ras,2025,Februari,"Rp26,659"
62,Kalimantan Tengah,Telur Ayam Ras,2025,Februari,
63,Kalimantan Selatan,Telur Ayam Ras,2025,Februari,"Rp27,178"
71,Sulawesi Utara,Telur Ayam Ras,2025,Februari,"Rp28,710"
72,Sulawesi Tengah,Telur Ayam Ras,2025,Februari,
73,Sulawesi Selatan,Telur Ayam Ras,2025,Februari,"Rp24,209"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,Februari,
75,Gorontalo,Telur Ayam Ras,2025,Februari,
76,Sulawesi Barat,Telur Ayam Ras,2025,Februari,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,Maret,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,Maret,
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,Maret,
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,Maret,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,Maret,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,Maret,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,Maret,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp52,222"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp65,254"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp60,232"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp72,933"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp69,417"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp81,250"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp69,244"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp80,038"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp55,870"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp86,369"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,Maret,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp67,656"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp78,258"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp46,486"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp45,304"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,Maret,
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp74,423"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,Maret,"Rp52,100"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp51,507"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp59,528"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp58,650"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp75,000"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp55,964"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp51,917"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp49,324"
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp53,492"
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp49,609"
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp47,905"
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp49,706"
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp51,699"
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp44,400"
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp51,299"
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp47,620"
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp63,556"
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,"Rp57,173"
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,Maret,
11,Aceh,Ayam Ras Pedaging,2025,Maret,
12,Sumatera Utara,Ayam Ras Pedaging,2025,Maret,"Rp23,913"
13,Sumatera Barat,Ayam Ras Pedaging,2025,Maret,"Rp24,286"
14,Riau,Ayam Ras Pedaging,2025,Maret,"Rp20,519"
15,Jambi,Ayam Ras Pedaging,2025,Maret,
16,Sumatera Selatan,Ayam Ras Pedaging,2025,Maret,"Rp18,590"
17,Bengkulu,Ayam Ras Pedaging,2025,Maret,
18,Lampung,Ayam Ras Pedaging,2025,Maret,"Rp22,359"
32,Jawa Barat,Ayam Ras Pedaging,2025,Maret,"Rp22,354"
33,Jawa Tengah,Ayam Ras Pedaging,2025,Maret,"Rp19,925"
34,D.I Yogyakarta,Ayam Ras Pedaging,2025,Maret,
35,Jawa Timur,Ayam Ras Pedaging,2025,Maret,"Rp22,107"
36,Banten,Ayam Ras Pedaging,2025,Maret,"Rp21,068"
51,Bali,Ayam Ras Pedaging,2025,Maret,"Rp21,759"
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2025,Maret,
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2025,Maret,"Rp50,000"
61,Kalimantan Barat,Ayam Ras Pedaging,2025,Maret,"Rp22,913"
62,Kalimantan Tengah,Ayam Ras Pedaging,2025,Maret,
63,Kalimantan Selatan,Ayam Ras Pedaging,2025,Maret,"Rp24,895"
71,Sulawesi Utara,Ayam Ras Pedaging,2025,Maret,
72,Sulawesi Tengah,Ayam Ras Pedaging,2025,Maret,
73,Sulawesi Selatan,Ayam Ras Pedaging,2025,Maret,"Rp23,527"
74,Sulawesi Tenggara,Ayam Ras Pedaging,2025,Maret,
75,Gorontalo,Ayam Ras Pedaging,2025,Maret,
76,Sulawesi Barat,Ayam Ras Pedaging,2025,Maret,
11,Aceh,Telur Ayam Ras,2025,Maret,
12,Sumatera Utara,Telur Ayam Ras,2025,Maret,"Rp25,312"
13,Sumatera Barat,Telur Ayam Ras,2025,Maret,"Rp24,987"
14,Riau,Telur Ayam Ras,2025,Maret,
15,Jambi,Telur Ayam Ras,2025,Maret,"Rp24,000"
16,Sumatera Selatan,Telur Ayam Ras,2025,Maret,"Rp24,370"
17,Bengkulu,Telur Ayam Ras,2025,Maret,
18,Lampung,Telur Ayam Ras,2025,Maret,"Rp26,500"
32,Jawa Barat,Telur Ayam Ras,2025,Maret,"Rp25,347"
33,Jawa Tengah,Telur Ayam Ras,2025,Maret,"Rp24,976"
34,D.I Yogyakarta,Telur Ayam Ras,2025,Maret,"Rp24,529"
35,Jawa Timur,Telur Ayam Ras,2025,Maret,"Rp24,520"
36,Banten,Telur Ayam Ras,2025,Maret,"Rp25,013"
51,Bali,Telur Ayam Ras,2025,Maret,"Rp24,369"
52,Nusa Tenggara Barat,Telur Ayam Ras,2025,Maret,
53,Nusa Tenggara Timur,Telur Ayam Ras,2025,Maret,
61,Kalimantan Barat,Telur Ayam Ras,2025,Maret,"Rp28,191"
62,Kalimantan Tengah,Telur Ayam Ras,2025,Maret,
63,Kalimantan Selatan,Telur Ayam Ras,2025,Maret,"Rp27,061"
71,Sulawesi Utara,Telur Ayam Ras,2025,Maret,"Rp29,133"
72,Sulawesi Tengah,Telur Ayam Ras,2025,Maret,
73,Sulawesi Selatan,Telur Ayam Ras,2025,Maret,"Rp25,283"
74,Sulawesi Tenggara,Telur Ayam Ras,2025,Maret,
75,Gorontalo,Telur Ayam Ras,2025,Maret,
76,Sulawesi Barat,Telur Ayam Ras,2025,Maret,
11,Aceh,Cabai Rawit Merah Tingkat Petani,2025,April,
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2025,April,
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp40,000"
14,Riau,Cabai Rawit Merah Tingkat Petani,2025,April,
15,Jambi,Cabai Rawit Merah Tingkat Petani,2025,April,
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2025,April,
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2025,April,
18,Lampung,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp44,615"
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp52,551"
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp55,949"
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp54,919"
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp50,624"
36,Banten,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp75,000"
51,Bali,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp54,209"
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp71,232"
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp65,556"
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp80,848"
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2025,April,
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp71,852"
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp73,908"
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp46,826"
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp40,544"
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp35,000"
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp72,607"
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2025,April,"Rp41,889"
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp51,401"
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp59,888"
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp58,644"
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp76,475"
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp56,954"
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2025,April,"Rp51,374"
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2025,April,
