Kode Provinsi,Nama Provinsi,Komoditas,Bulan,Tahun,Produksi (Ton),Harga
65,KALIMANTAN UTARA,Telur Ayam Ras,April,2025,125,"Rp35,104"
71,SULAWESI UTARA,Telur Ayam Ras,April,2025,2993,"Rp31,565"
72,SULAWESI TENGAH,Telur Ayam Ras,April,2025,1938,"Rp30,176"
73,SULAWESI SELATAN,Telur Ayam Ras,April,2025,25834,"Rp26,790"
74,SULAWESI TENGGARA,Telur Ayam Ras,April,2025,323,"Rp29,678"
75,GORONTALO,Telur Ayam Ras,April,2025,843,"Rp34,488"
76,SULAWESI BARAT,Telur Ayam Ras,April,2025,255,"Rp28,743"
81,MALUKU,Telur Ayam Ras,April,2025,64,"Rp36,257"
82,MALUKU UTARA,Telur Ayam Ras,April,2025,12,"Rp36,248"
91,PAPUA,Telur Ayam Ras,April,2025,364,"Rp36,283"
92,PAPUA BARAT,Telur Ayam Ras,April,2025,89,"Rp38,270"
93,PAPUA SELATAN,Telur Ayam Ras,April,2025,,"Rp41,000"
94,PAPUA TENGAH,Telur Ayam Ras,April,2025,,"Rp37,502"
95,PAPUA PEGUNUNGAN,Telur Ayam Ras,April,2025,,"Rp73,000"
96,PAPUA BARAT DAYA,Telur Ayam Ras,April,2025,,"Rp33,896"
11,ACEH,Cabai Rawit Merah,Mei,2025,5292,"Rp41,075"
12,SUMATERA UTARA,Cabai Rawit Merah,Mei,2025,8719,"Rp41,730"
13,SUMATERA BARAT,Cabai Rawit Merah,Mei,2025,3750,"Rp40,721"
14,RIAU,Cabai Rawit Merah,Mei,2025,631,"Rp53,124"
15,JAMBI,Cabai Rawit Merah,Mei,2025,3936,"Rp42,982"
16,SUMATERA SELATAN,Cabai Rawit Merah,Mei,2025,891,"Rp40,218"
17,BENGKULU,Cabai Rawit Merah,Mei,2025,2598,"Rp39,805"
18,LAMPUNG,Cabai Rawit Merah,Mei,2025,1330,"Rp38,313"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Mei,2025,590,"Rp54,201"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Mei,2025,132,"Rp67,423"
31,DKI JAKARTA,Cabai Rawit Merah,Mei,2025,,"Rp47,961"
32,JAWA BARAT,Cabai Rawit Merah,Mei,2025,19845,"Rp40,546"
33,JAWA TENGAH,Cabai Rawit Merah,Mei,2025,30651,"Rp33,656"
34,D.I YOGYAKARTA,Cabai Rawit Merah,Mei,2025,1692,"Rp32,437"
35,JAWA TIMUR,Cabai Rawit Merah,Mei,2025,80111,"Rp27,748"
36,BANTEN,Cabai Rawit Merah,Mei,2025,553,"Rp40,397"
51,BALI,Cabai Rawit Merah,Mei,2025,3495,"Rp31,460"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,Mei,2025,6024,"Rp44,098"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,Mei,2025,941,"Rp70,007"
61,KALIMANTAN BARAT,Cabai Rawit Merah,Mei,2025,719,"Rp68,638"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,Mei,2025,457,"Rp71,329"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,Mei,2025,762,"Rp61,977"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,Mei,2025,585,"Rp59,047"
65,KALIMANTAN UTARA,Cabai Rawit Merah,Mei,2025,734,"Rp81,353"
71,SULAWESI UTARA,Cabai Rawit Merah,Mei,2025,981,"Rp75,771"
72,SULAWESI TENGAH,Cabai Rawit Merah,Mei,2025,1957,"Rp63,879"
73,SULAWESI SELATAN,Cabai Rawit Merah,Mei,2025,3973,"Rp44,136"
74,SULAWESI TENGGARA,Cabai Rawit Merah,Mei,2025,338,"Rp61,606"
75,GORONTALO,Cabai Rawit Merah,Mei,2025,936,"Rp68,493"
76,SULAWESI BARAT,Cabai Rawit Merah,Mei,2025,210,"Rp51,488"
81,MALUKU,Cabai Rawit Merah,Mei,2025,281,"Rp90,853"
82,MALUKU UTARA,Cabai Rawit Merah,Mei,2025,326,"Rp98,638"
91,PAPUA,Cabai Rawit Merah,Mei,2025,8,"Rp88,976"
92,PAPUA BARAT,Cabai Rawit Merah,Mei,2025,11,"Rp74,858"
93,PAPUA SELATAN,Cabai Rawit Merah,Mei,2025,,"Rp112,861"
94,PAPUA TENGAH,Cabai Rawit Merah,Mei,2025,,"Rp109,207"
95,PAPUA PEGUNUNGAN,Cabai Rawit Merah,Mei,2025,2,"Rp100,000"
96,PAPUA BARAT DAYA,Cabai Rawit Merah,Mei,2025,,"Rp88,724"
11,ACEH,Daging Ayam Ras,Mei,2025,4066,"Rp29,108"
12,SUMATERA UTARA,Daging Ayam Ras,Mei,2025,19533,"Rp32,129"
13,SUMATERA BARAT,Daging Ayam Ras,Mei,2025,6674,"Rp34,646"
14,RIAU,Daging Ayam Ras,Mei,2025,11126,"Rp32,243"
15,JAMBI,Daging Ayam Ras,Mei,2025,4114,"Rp32,583"
16,SUMATERA SELATAN,Daging Ayam Ras,Mei,2025,12336,"Rp31,102"
17,BENGKULU,Daging Ayam Ras,Mei,2025,1048,"Rp33,453"
18,LAMPUNG,Daging Ayam Ras,Mei,2025,10176,"Rp33,970"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,Mei,2025,2555,"Rp33,051"
21,KEPULAUAN RIAU,Daging Ayam Ras,Mei,2025,1935,"Rp40,448"
31,DKI JAKARTA,Daging Ayam Ras,Mei,2025,,"Rp37,467"
32,JAWA BARAT,Daging Ayam Ras,Mei,2025,80699,"Rp33,612"
33,JAWA TENGAH,Daging Ayam Ras,Mei,2025,67821,"Rp33,187"
34,D.I YOGYAKARTA,Daging Ayam Ras,Mei,2025,7523,"Rp29,552"
35,JAWA TIMUR,Daging Ayam Ras,Mei,2025,41575,"Rp31,418"
36,BANTEN,Daging Ayam Ras,Mei,2025,23126,"Rp35,090"
51,BALI,Daging Ayam Ras,Mei,2025,8666,"Rp38,544"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Mei,2025,4212,"Rp37,497"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Mei,2025,1648,"Rp42,965"
61,KALIMANTAN BARAT,Daging Ayam Ras,Mei,2025,6205,"Rp40,497"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Mei,2025,3379,"Rp39,010"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Mei,2025,10450,"Rp32,466"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Mei,2025,6149,"Rp39,049"
65,KALIMANTAN UTARA,Daging Ayam Ras,Mei,2025,585,"Rp46,892"
71,SULAWESI UTARA,Daging Ayam Ras,Mei,2025,1233,"Rp34,815"
72,SULAWESI TENGAH,Daging Ayam Ras,Mei,2025,1075,"Rp34,920"
73,SULAWESI SELATAN,Daging Ayam Ras,Mei,2025,9937,"Rp27,670"
74,SULAWESI TENGGARA,Daging Ayam Ras,Mei,2025,888,"Rp32,475"
75,GORONTALO,Daging Ayam Ras,Mei,2025,816,"Rp34,151"
76,SULAWESI BARAT,Daging Ayam Ras,Mei,2025,729,"Rp30,185"
81,MALUKU,Daging Ayam Ras,Mei,2025,26,"Rp45,516"
82,MALUKU UTARA,Daging Ayam Ras,Mei,2025,12,"Rp45,936"
91,PAPUA,Daging Ayam Ras,Mei,2025,610,"Rp42,165"
92,PAPUA BARAT,Daging Ayam Ras,Mei,2025,81,"Rp46,911"
93,PAPUA SELATAN,Daging Ayam Ras,Mei,2025,,"Rp47,656"
94,PAPUA TENGAH,Daging Ayam Ras,Mei,2025,,"Rp46,087"
95,PAPUA PEGUNUNGAN,Daging Ayam Ras,Mei,2025,,"Rp75,000"
96,PAPUA BARAT DAYA,Daging Ayam Ras,Mei,2025,,"Rp44,164"
11,ACEH,Daging Sapi Murni,Mei,2025,1569,"Rp152,041"
12,SUMATERA UTARA,Daging Sapi Murni,Mei,2025,1745,"Rp129,622"
13,SUMATERA BARAT,Daging Sapi Murni,Mei,2025,1188,"Rp143,755"
14,RIAU,Daging Sapi Murni,Mei,2025,1067,"Rp144,308"
15,JAMBI,Daging Sapi Murni,Mei,2025,182,"Rp133,406"
16,SUMATERA SELATAN,Daging Sapi Murni,Mei,2025,267,"Rp135,574"
17,BENGKULU,Daging Sapi Murni,Mei,2025,210,"Rp134,801"
18,LAMPUNG,Daging Sapi Murni,Mei,2025,1400,"Rp133,737"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Mei,2025,121,"Rp140,665"
21,KEPULAUAN RIAU,Daging Sapi Murni,Mei,2025,42,"Rp159,979"
31,DKI JAKARTA,Daging Sapi Murni,Mei,2025,1640,"Rp132,854"
32,JAWA BARAT,Daging Sapi Murni,Mei,2025,5020,"Rp133,206"
33,JAWA TENGAH,Daging Sapi Murni,Mei,2025,6388,"Rp130,780"
34,D.I YOGYAKARTA,Daging Sapi Murni,Mei,2025,306,"Rp133,988"
35,JAWA TIMUR,Daging Sapi Murni,Mei,2025,7100,"Rp119,039"
36,BANTEN,Daging Sapi Murni,Mei,2025,1539,"Rp134,906"
51,BALI,Daging Sapi Murni,Mei,2025,636,"Rp116,216"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Mei,2025,877,"Rp122,579"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Mei,2025,315,"Rp113,798"
61,KALIMANTAN BARAT,Daging Sapi Murni,Mei,2025,249,"Rp155,296"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Mei,2025,211,"Rp156,075"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Mei,2025,457,"Rp156,204"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Mei,2025,501,"Rp156,484"
65,KALIMANTAN UTARA,Daging Sapi Murni,Mei,2025,18,"Rp167,843"
71,SULAWESI UTARA,Daging Sapi Murni,Mei,2025,310,"Rp132,794"
72,SULAWESI TENGAH,Daging Sapi Murni,Mei,2025,309,"Rp135,856"
73,SULAWESI SELATAN,Daging Sapi Murni,Mei,2025,897,"Rp124,930"
74,SULAWESI TENGGARA,Daging Sapi Murni,Mei,2025,429,"Rp136,227"
75,GORONTALO,Daging Sapi Murni,Mei,2025,109,"Rp135,806"
76,SULAWESI BARAT,Daging Sapi Murni,Mei,2025,42,"Rp129,003"
81,MALUKU,Daging Sapi Murni,Mei,2025,29,"Rp124,832"
82,MALUKU UTARA,Daging Sapi Murni,Mei,2025,92,"Rp134,697"
91,PAPUA,Daging Sapi Murni,Mei,2025,63,"Rp148,291"
92,PAPUA BARAT,Daging Sapi Murni,Mei,2025,14,"Rp124,366"
93,PAPUA SELATAN,Daging Sapi Murni,Mei,2025,,"Rp140,633"
94,PAPUA TENGAH,Daging Sapi Murni,Mei,2025,,"Rp161,572"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Mei,2025,75,"Rp145,000"
96,PAPUA BARAT DAYA,Daging Sapi Murni,Mei,2025,,"Rp153,127"
11,ACEH,Telur Ayam Ras,Mei,2025,147,"Rp25,489"
12,SUMATERA UTARA,Telur Ayam Ras,Mei,2025,48740,"Rp27,588"
13,SUMATERA BARAT,Telur Ayam Ras,Mei,2025,26570,"Rp28,985"
14,RIAU,Telur Ayam Ras,Mei,2025,450,"Rp27,664"
15,JAMBI,Telur Ayam Ras,Mei,2025,3192,"Rp27,270"
16,SUMATERA SELATAN,Telur Ayam Ras,Mei,2025,18813,"Rp26,796"
17,BENGKULU,Telur Ayam Ras,Mei,2025,626,"Rp27,335"
18,LAMPUNG,Telur Ayam Ras,Mei,2025,18160,"Rp27,459"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,Mei,2025,993,"Rp30,840"
21,KEPULAUAN RIAU,Telur Ayam Ras,Mei,2025,1621,"Rp30,546"
31,DKI JAKARTA,Telur Ayam Ras,Mei,2025,,"Rp27,917"
32,JAWA BARAT,Telur Ayam Ras,Mei,2025,59344,"Rp27,535"
33,JAWA TENGAH,Telur Ayam Ras,Mei,2025,68271,"Rp26,648"
34,D.I YOGYAKARTA,Telur Ayam Ras,Mei,2025,9312,"Rp26,947"
35,JAWA TIMUR,Telur Ayam Ras,Mei,2025,163332,"Rp26,049"
36,BANTEN,Telur Ayam Ras,Mei,2025,26549,"Rp26,997"
51,BALI,Telur Ayam Ras,Mei,2025,18865,"Rp27,118"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,Mei,2025,3825,"Rp30,840"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,Mei,2025,374,"Rp31,451"
61,KALIMANTAN BARAT,Telur Ayam Ras,Mei,2025,7789,"Rp31,351"
62,KALIMANTAN TENGAH,Telur Ayam Ras,Mei,2025,345,"Rp31,261"
63,KALIMANTAN SELATAN,Telur Ayam Ras,Mei,2025,9509,"Rp29,409"
64,KALIMANTAN TIMUR,Telur Ayam Ras,Mei,2025,2846,"Rp32,396"
65,KALIMANTAN UTARA,Telur Ayam Ras,Mei,2025,133,"Rp34,585"
71,SULAWESI UTARA,Telur Ayam Ras,Mei,2025,3129,"Rp31,832"
72,SULAWESI TENGAH,Telur Ayam Ras,Mei,2025,1975,"Rp30,173"
73,SULAWESI SELATAN,Telur Ayam Ras,Mei,2025,20119,"Rp26,640"
74,SULAWESI TENGGARA,Telur Ayam Ras,Mei,2025,311,"Rp29,605"
75,GORONTALO,Telur Ayam Ras,Mei,2025,617,"Rp33,297"
76,SULAWESI BARAT,Telur Ayam Ras,Mei,2025,265,"Rp27,981"
81,MALUKU,Telur Ayam Ras,Mei,2025,66,"Rp35,148"
82,MALUKU UTARA,Telur Ayam Ras,Mei,2025,14,"Rp34,833"
91,PAPUA,Telur Ayam Ras,Mei,2025,326,"Rp36,180"
92,PAPUA BARAT,Telur Ayam Ras,Mei,2025,92,"Rp37,526"
93,PAPUA SELATAN,Telur Ayam Ras,Mei,2025,,"Rp50,257"
94,PAPUA TENGAH,Telur Ayam Ras,Mei,2025,,"Rp40,142"
95,PAPUA PEGUNUNGAN,Telur Ayam Ras,Mei,2025,,"Rp95,000"
96,PAPUA BARAT DAYA,Telur Ayam Ras,Mei,2025,,"Rp33,303"
11,ACEH,Cabai Rawit Merah,Juni,2025,4525,"Rp38,196"
12,SUMATERA UTARA,Cabai Rawit Merah,Juni,2025,9516,"Rp34,141"
13,SUMATERA BARAT,Cabai Rawit Merah,Juni,2025,3339,"Rp36,881"
14,RIAU,Cabai Rawit Merah,Juni,2025,570,"Rp43,578"
15,JAMBI,Cabai Rawit Merah,Juni,2025,3060,"Rp46,331"
16,SUMATERA SELATAN,Cabai Rawit Merah,Juni,2025,656,"Rp41,883"
17,BENGKULU,Cabai Rawit Merah,Juni,2025,3180,"Rp40,451"
18,LAMPUNG,Cabai Rawit Merah,Juni,2025,1141,"Rp43,526"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Juni,2025,561,"Rp66,398"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Juni,2025,90,"Rp56,545"
31,DKI JAKARTA,Cabai Rawit Merah,Juni,2025,,"Rp54,060"
32,JAWA BARAT,Cabai Rawit Merah,Juni,2025,15943,"Rp51,924"
33,JAWA TENGAH,Cabai Rawit Merah,Juni,2025,27945,"Rp43,760"
34,D.I YOGYAKARTA,Cabai Rawit Merah,Juni,2025,2224,"Rp45,660"
35,JAWA TIMUR,Cabai Rawit Merah,Juni,2025,68244,"Rp43,655"
36,BANTEN,Cabai Rawit Merah,Juni,2025,718,"Rp54,834"
51,BALI,Cabai Rawit Merah,Juni,2025,3105,"Rp48,408"
52,NUSA TENGGARA BARAT,Cabai Rawit Merah,Juni,2025,7728,"Rp54,709"
53,NUSA TENGGARA TIMUR,Cabai Rawit Merah,Juni,2025,1751,"Rp60,720"
61,KALIMANTAN BARAT,Cabai Rawit Merah,Juni,2025,688,"Rp57,934"
62,KALIMANTAN TENGAH,Cabai Rawit Merah,Juni,2025,441,"Rp77,676"
63,KALIMANTAN SELATAN,Cabai Rawit Merah,Juni,2025,600,"Rp61,256"
64,KALIMANTAN TIMUR,Cabai Rawit Merah,Juni,2025,667,"Rp52,114"
65,KALIMANTAN UTARA,Cabai Rawit Merah,Juni,2025,769,"Rp74,254"
71,SULAWESI UTARA,Cabai Rawit Merah,Juni,2025,922,"Rp75,078"
72,SULAWESI TENGAH,Cabai Rawit Merah,Juni,2025,1291,"Rp59,705"
73,SULAWESI SELATAN,Cabai Rawit Merah,Juni,2025,4100,"Rp35,271"
74,SULAWESI TENGGARA,Cabai Rawit Merah,Juni,2025,334,"Rp60,529"
75,GORONTALO,Cabai Rawit Merah,Juni,2025,967,"Rp71,329"
76,SULAWESI BARAT,Cabai Rawit Merah,Juni,2025,270,"Rp43,747"
81,MALUKU,Cabai Rawit Merah,Juni,2025,216,"Rp85,365"
82,MALUKU UTARA,Cabai Rawit Merah,Juni,2025,243,"Rp89,191"
91,PAPUA,Cabai Rawit Merah,Juni,2025,7,"Rp77,620"
92,PAPUA BARAT,Cabai Rawit Merah,Juni,2025,9,"Rp66,523"
93,PAPUA SELATAN,Cabai Rawit Merah,Juni,2025,,"Rp117,096"
94,PAPUA TENGAH,Cabai Rawit Merah,Juni,2025,,"Rp106,831"
95,PAPUA PEGUNUNGAN,Cabai Rawit Merah,Juni,2025,2,"Rp110,000"
96,PAPUA BARAT DAYA,Cabai Rawit Merah,Juni,2025,,"Rp79,675"
11,ACEH,Daging Ayam Ras,Juni,2025,3731,"Rp29,116"
12,SUMATERA UTARA,Daging Ayam Ras,Juni,2025,19022,"Rp31,695"
13,SUMATERA BARAT,Daging Ayam Ras,Juni,2025,7035,"Rp34,640"
14,RIAU,Daging Ayam Ras,Juni,2025,11126,"Rp32,277"
15,JAMBI,Daging Ayam Ras,Juni,2025,4129,"Rp33,437"
16,SUMATERA SELATAN,Daging Ayam Ras,Juni,2025,12458,"Rp32,869"
17,BENGKULU,Daging Ayam Ras,Juni,2025,1100,"Rp34,213"
18,LAMPUNG,Daging Ayam Ras,Juni,2025,10403,"Rp34,922"
19,KEPULAUAN BANGKA BELITUNG,Daging Ayam Ras,Juni,2025,2350,"Rp36,686"
21,KEPULAUAN RIAU,Daging Ayam Ras,Juni,2025,1942,"Rp39,732"
31,DKI JAKARTA,Daging Ayam Ras,Juni,2025,,"Rp37,950"
32,JAWA BARAT,Daging Ayam Ras,Juni,2025,80634,"Rp34,674"
33,JAWA TENGAH,Daging Ayam Ras,Juni,2025,69996,"Rp33,838"
34,D.I YOGYAKARTA,Daging Ayam Ras,Juni,2025,6646,"Rp30,771"
35,JAWA TIMUR,Daging Ayam Ras,Juni,2025,41657,"Rp31,690"
36,BANTEN,Daging Ayam Ras,Juni,2025,21997,"Rp35,138"
51,BALI,Daging Ayam Ras,Juni,2025,9004,"Rp38,437"
52,NUSA TENGGARA BARAT,Daging Ayam Ras,Juni,2025,4353,"Rp35,734"
53,NUSA TENGGARA TIMUR,Daging Ayam Ras,Juni,2025,1685,"Rp43,606"
61,KALIMANTAN BARAT,Daging Ayam Ras,Juni,2025,6175,"Rp41,524"
62,KALIMANTAN TENGAH,Daging Ayam Ras,Juni,2025,3507,"Rp38,351"
63,KALIMANTAN SELATAN,Daging Ayam Ras,Juni,2025,10820,"Rp30,651"
64,KALIMANTAN TIMUR,Daging Ayam Ras,Juni,2025,6167,"Rp39,047"
65,KALIMANTAN UTARA,Daging Ayam Ras,Juni,2025,699,"Rp45,744"
71,SULAWESI UTARA,Daging Ayam Ras,Juni,2025,1322,"Rp33,831"
72,SULAWESI TENGAH,Daging Ayam Ras,Juni,2025,1133,"Rp35,010"
73,SULAWESI SELATAN,Daging Ayam Ras,Juni,2025,10129,"Rp28,002"
74,SULAWESI TENGGARA,Daging Ayam Ras,Juni,2025,963,"Rp33,098"
75,GORONTALO,Daging Ayam Ras,Juni,2025,620,"Rp30,594"
76,SULAWESI BARAT,Daging Ayam Ras,Juni,2025,410,"Rp30,373"
81,MALUKU,Daging Ayam Ras,Juni,2025,243,"Rp44,536"
82,MALUKU UTARA,Daging Ayam Ras,Juni,2025,14,"Rp45,944"
91,PAPUA,Daging Ayam Ras,Juni,2025,611,"Rp40,976"
92,PAPUA BARAT,Daging Ayam Ras,Juni,2025,83,"Rp46,821"
93,PAPUA SELATAN,Daging Ayam Ras,Juni,2025,,"Rp49,758"
94,PAPUA TENGAH,Daging Ayam Ras,Juni,2025,,"Rp47,442"
95,PAPUA PEGUNUNGAN,Daging Ayam Ras,Juni,2025,,"Rp80,000"
96,PAPUA BARAT DAYA,Daging Ayam Ras,Juni,2025,,"Rp43,804"
11,ACEH,Daging Sapi Murni,Juni,2025,1032,"Rp153,293"
12,SUMATERA UTARA,Daging Sapi Murni,Juni,2025,3159,"Rp128,866"
13,SUMATERA BARAT,Daging Sapi Murni,Juni,2025,5715,"Rp143,222"
14,RIAU,Daging Sapi Murni,Juni,2025,1067,"Rp144,024"
15,JAMBI,Daging Sapi Murni,Juni,2025,1448,"Rp133,534"
16,SUMATERA SELATAN,Daging Sapi Murni,Juni,2025,2422,"Rp136,376"
17,BENGKULU,Daging Sapi Murni,Juni,2025,206,"Rp134,691"
18,LAMPUNG,Daging Sapi Murni,Juni,2025,2376,"Rp133,773"
19,KEPULAUAN BANGKA BELITUNG,Daging Sapi Murni,Juni,2025,1404,"Rp141,731"
21,KEPULAUAN RIAU,Daging Sapi Murni,Juni,2025,660,"Rp158,679"
31,DKI JAKARTA,Daging Sapi Murni,Juni,2025,1610,"Rp131,755"
32,JAWA BARAT,Daging Sapi Murni,Juni,2025,23133,"Rp133,132"
33,JAWA TENGAH,Daging Sapi Murni,Juni,2025,19804,"Rp130,541"
34,D.I YOGYAKARTA,Daging Sapi Murni,Juni,2025,5048,"Rp134,333"
35,JAWA TIMUR,Daging Sapi Murni,Juni,2025,13550,"Rp119,435"
36,BANTEN,Daging Sapi Murni,Juni,2025,1770,"Rp135,090"
51,BALI,Daging Sapi Murni,Juni,2025,1048,"Rp114,579"
52,NUSA TENGGARA BARAT,Daging Sapi Murni,Juni,2025,1229,"Rp122,171"
53,NUSA TENGGARA TIMUR,Daging Sapi Murni,Juni,2025,686,"Rp113,074"
61,KALIMANTAN BARAT,Daging Sapi Murni,Juni,2025,618,"Rp155,531"
62,KALIMANTAN TENGAH,Daging Sapi Murni,Juni,2025,490,"Rp156,334"
63,KALIMANTAN SELATAN,Daging Sapi Murni,Juni,2025,1641,"Rp155,378"
64,KALIMANTAN TIMUR,Daging Sapi Murni,Juni,2025,740,"Rp158,080"
65,KALIMANTAN UTARA,Daging Sapi Murni,Juni,2025,214,"Rp166,479"
71,SULAWESI UTARA,Daging Sapi Murni,Juni,2025,307,"Rp132,316"
72,SULAWESI TENGAH,Daging Sapi Murni,Juni,2025,468,"Rp136,648"
73,SULAWESI SELATAN,Daging Sapi Murni,Juni,2025,3643,"Rp125,565"
74,SULAWESI TENGGARA,Daging Sapi Murni,Juni,2025,2481,"Rp136,614"
75,GORONTALO,Daging Sapi Murni,Juni,2025,631,"Rp134,785"
76,SULAWESI BARAT,Daging Sapi Murni,Juni,2025,70,"Rp130,034"
81,MALUKU,Daging Sapi Murni,Juni,2025,232,"Rp124,193"
82,MALUKU UTARA,Daging Sapi Murni,Juni,2025,139,"Rp135,098"
91,PAPUA,Daging Sapi Murni,Juni,2025,48,"Rp147,519"
92,PAPUA BARAT,Daging Sapi Murni,Juni,2025,59,"Rp124,035"
93,PAPUA SELATAN,Daging Sapi Murni,Juni,2025,,"Rp137,465"
94,PAPUA TENGAH,Daging Sapi Murni,Juni,2025,,"Rp160,877"
95,PAPUA PEGUNUNGAN,Daging Sapi Murni,Juni,2025,133,"Rp120,000"
96,PAPUA BARAT DAYA,Daging Sapi Murni,Juni,2025,,"Rp153,099"
11,ACEH,Telur Ayam Ras,Juni,2025,144,"Rp25,704"
12,SUMATERA UTARA,Telur Ayam Ras,Juni,2025,47262,"Rp27,795"
13,SUMATERA BARAT,Telur Ayam Ras,Juni,2025,28868,"Rp28,742"
14,RIAU,Telur Ayam Ras,Juni,2025,450,"Rp27,755"
15,JAMBI,Telur Ayam Ras,Juni,2025,3176,"Rp27,396"
16,SUMATERA SELATAN,Telur Ayam Ras,Juni,2025,18409,"Rp27,297"
17,BENGKULU,Telur Ayam Ras,Juni,2025,611,"Rp27,066"
18,LAMPUNG,Telur Ayam Ras,Juni,2025,18204,"Rp27,692"
19,KEPULAUAN BANGKA BELITUNG,Telur Ayam Ras,Juni,2025,896,"Rp30,830"
21,KEPULAUAN RIAU,Telur Ayam Ras,Juni,2025,1614,"Rp31,090"
31,DKI JAKARTA,Telur Ayam Ras,Juni,2025,,"Rp27,942"
32,JAWA BARAT,Telur Ayam Ras,Juni,2025,58506,"Rp27,909"
33,JAWA TENGAH,Telur Ayam Ras,Juni,2025,67987,"Rp27,013"
34,D.I YOGYAKARTA,Telur Ayam Ras,Juni,2025,8417,"Rp27,378"
35,JAWA TIMUR,Telur Ayam Ras,Juni,2025,159378,"Rp26,553"
36,BANTEN,Telur Ayam Ras,Juni,2025,25881,"Rp27,431"
51,BALI,Telur Ayam Ras,Juni,2025,18753,"Rp27,136"
52,NUSA TENGGARA BARAT,Telur Ayam Ras,Juni,2025,3732,"Rp30,775"
53,NUSA TENGGARA TIMUR,Telur Ayam Ras,Juni,2025,363,"Rp31,427"
61,KALIMANTAN BARAT,Telur Ayam Ras,Juni,2025,7714,"Rp31,925"
62,KALIMANTAN TENGAH,Telur Ayam Ras,Juni,2025,323,"Rp31,228"
63,KALIMANTAN SELATAN,Telur Ayam Ras,Juni,2025,9376,"Rp29,454"
64,KALIMANTAN TIMUR,Telur Ayam Ras,Juni,2025,2851,"Rp32,193"
65,KALIMANTAN UTARA,Telur Ayam Ras,Juni,2025,157,"Rp33,926"
71,SULAWESI UTARA,Telur Ayam Ras,Juni,2025,3050,"Rp31,489"
72,SULAWESI TENGAH,Telur Ayam Ras,Juni,2025,1947,"Rp29,527"
73,SULAWESI SELATAN,Telur Ayam Ras,Juni,2025,20070,"Rp26,032"
74,SULAWESI TENGGARA,Telur Ayam Ras,Juni,2025,324,"Rp29,487"
75,GORONTALO,Telur Ayam Ras,Juni,2025,569,"Rp31,525"
76,SULAWESI BARAT,Telur Ayam Ras,Juni,2025,259,"Rp27,999"
81,MALUKU,Telur Ayam Ras,Juni,2025,258,"Rp35,705"
82,MALUKU UTARA,Telur Ayam Ras,Juni,2025,13,"Rp34,729"
91,PAPUA,Telur Ayam Ras,Juni,2025,344,"Rp36,712"
92,PAPUA BARAT,Telur Ayam Ras,Juni,2025,90,"Rp37,000"
93,PAPUA SELATAN,Telur Ayam Ras,Juni,2025,,"Rp52,055"
94,PAPUA TENGAH,Telur Ayam Ras,Juni,2025,,"Rp42,183"
95,PAPUA PEGUNUNGAN,Telur Ayam Ras,Juni,2025,,"Rp85,000"
96,PAPUA BARAT DAYA,Telur Ayam Ras,Juni,2025,,"Rp33,171"
11,ACEH,Cabai Rawit Merah,Juli,2025,4284,"Rp41,500"
12,SUMATERA UTARA,Cabai Rawit Merah,Juli,2025,10067,"Rp34,155"
13,SUMATERA BARAT,Cabai Rawit Merah,Juli,2025,2424,"Rp41,922"
14,RIAU,Cabai Rawit Merah,Juli,2025,597,"Rp48,383"
15,JAMBI,Cabai Rawit Merah,Juli,2025,3144,"Rp51,652"
16,SUMATERA SELATAN,Cabai Rawit Merah,Juli,2025,744,"Rp48,783"
17,BENGKULU,Cabai Rawit Merah,Juli,2025,1392,"Rp46,898"
18,LAMPUNG,Cabai Rawit Merah,Juli,2025,1138,"Rp52,196"
19,KEPULAUAN BANGKA BELITUNG,Cabai Rawit Merah,Juli,2025,571,"Rp75,326"
21,KEPULAUAN RIAU,Cabai Rawit Merah,Juli,2025,94,"Rp65,012"
31,DKI JAKARTA,Cabai Rawit Merah,Juli,2025,,"Rp63,640"
